A,B,C,label
1505,1280,138,F2
405,254,478,F7
396,455,115,F6
325,874,685,F3
424,412,510,F7
178,1225,246,F6
1386,325,1343,F4
1510,839,411,F2
446,547,193,F6
396,1145,614,F3
941,102,1317,F4
680,398,1222,F4
250,250,1260,F7
886,631,764,F1
670,331,1363,F4
942,937,1096,F1
1305,184,747,F4
240,1220,329,F6
1076,119,628,F4
544,675,245,F2
257,322,1641,F7
1184,886,1892,F1
462,305,1194,F4
360,1320,129,F6
496,1088,1861,F1
215,370,663,F7
221,269,160,N8
1536,1363,279,F2
258,1177,311,F6
989,1561,331,F2
262,845,299,F6
285,1310,1325,F3
732,647,1692,F1
265,150,1468,F7
634,792,912,F1
1454,373,165,F5
312,431,141,N8
192,601,1156,F3
1274,180,101,F5
162,1333,1166,F3
118,343,1186,F7
895,1536,257,F2
292,373,1545,F7
792,1956,1466,F1
1109,1783,1953,F1
380,866,646,F3
155,1392,382,F6
537,1565,1719,F1
175,728,437,F6
716,1272,1865,F1
240,834,612,F3
641,430,252,F5
199,1087,655,F3
1055,430,245,F5
1272,1258,190,F2
651,291,417,F5
442,245,387,N8
395,1156,1028,F3
1578,1541,285,F2
421,342,220,N8
264,1260,609,F3
133,990,555,F3
228,288,1153,F7
455,388,118,F5
762,700,1574,F1
143,243,1009,F7
165,222,250,N8
1399,448,121,F5
143,745,300,F6
768,337,167,F5
258,170,1177,F7
502,1551,1114,F1
1775,1000,958,F1
1291,1606,891,F1
1434,1704,657,F1
1083,1209,256,F2
927,784,239,F2
139,336,729,F7
343,476,1204,F3
1025,405,718,F4
1104,413,163,F5
1593,628,137,F2
185,310,165,N8
352,858,1172,F3
1700,1061,274,F2
931,199,1127,F4
173,434,715,F7
782,1287,1398,F1
182,826,1181,F3
101,234,1227,F7
114,341,300,N8
348,166,1023,F7
575,895,1342,F1
707,295,1075,F4
121,1322,1178,F3
1073,1248,1665,F1
855,312,551,F4
1389,1637,161,F2
169,764,244,F6
194,293,447,N8
1133,156,192,F5
723,114,1289,F4
592,1094,342,F2
1928,1736,1376,F1
667,1298,322,F2
1426,1628,331,F2
1038,166,339,F5
263,1239,1016,F3
293,232,1564,F7
392,706,944,F3
221,1175,638,F3
360,716,781,F3
119,319,257,N8
246,965,635,F3
336,432,1045,F7
332,534,1055,F3
972,251,869,F4
708,379,262,F5
1159,139,646,F4
539,689,186,F2
345,1209,376,F6
424,659,991,F3
319,551,1084,F3
375,459,496,F3
138,1235,290,F6
117,296,386,N8
427,612,141,F6
177,843,375,F6
427,410,574,F7
181,837,1194,F3
1396,1947,1383,F1
816,350,250,F5
361,151,779,F7
450,143,1186,F4
114,388,534,F7
1212,1001,634,F1
1107,250,976,F4
345,1103,500,F3
241,1317,1325,F3
190,634,193,F6
164,782,410,F6
616,531,1295,F1
210,650,272,F6
481,214,145,F5
1888,1309,1892,F1
932,1075,136,F2
278,292,427,N8
811,253,1187,F4
138,618,1366,F3
1084,150,494,F4
180,1000,629,F3
314,245,1098,F7
419,416,1390,F7
320,1231,142,F6
816,278,175,F5
1106,300,373,F5
436,242,349,N8
200,756,233,F6
375,425,386,N8
694,271,778,F4
1009,139,302,F5
358,347,139,N8
526,890,249,F2
1002,809,169,F2
308,974,221,F6
820,414,169,F5
1444,1424,1644,F1
143,115,315,N8
1495,286,282,F5
367,697,106,F6
118,201,355,N8
358,847,354,F6
136,1235,341,F6
1425,103,306,F5
246,924,1240,F3
949,207,291,F5
1379,253,100,F5
1751,961,1979,F1
510,205,1229,F4
221,418,278,N8
141,338,818,F7
372,109,128,N8
287,383,171,N8
410,365,714,F7
289,706,911,F3
446,232,524,F7
114,121,148,N8
1371,1474,416,F2
168,827,1313,F3
853,1295,1819,F1
1156,323,213,F5
1115,344,148,F5
1504,1500,1922,F1
839,186,747,F4
386,239,1087,F7
948,500,150,F2
976,102,861,F4
1082,489,1585,F1
495,277,738,F4
181,1012,534,F3
366,1004,405,F6
784,1250,1924,F1
203,1061,402,F6
819,304,143,F5
1014,426,114,F5
1890,602,536,F1
835,547,222,F2
236,1310,500,F3
982,1592,393,F2
620,303,971,F4
791,1485,145,F2
167,223,1669,F7
743,396,1112,F4
168,565,1149,F3
175,618,922,F3
1337,1240,109,F2
222,378,320,N8
1351,247,571,F4
880,282,806,F4
1466,1996,822,F1
1190,409,790,F4
295,439,1176,F7
628,369,459,F4
419,465,238,F6
1107,281,460,F4
217,162,612,F7
1318,997,299,F2
171,319,253,N8
504,356,764,F4
747,1787,659,F1
186,1372,408,F6
146,1387,960,F3
411,181,1322,F7
925,680,302,F2
355,1005,417,F6
334,968,360,F6
1086,403,1204,F4
227,1284,174,F6
739,1521,370,F2
362,533,669,F3
311,570,748,F3
1433,1321,405,F2
1106,420,343,F5
1178,223,863,F4
663,456,701,F1
146,378,599,F7
450,384,398,F5
666,1069,383,F2
313,148,165,N8
281,148,1196,F7
834,415,342,F5
1178,392,479,F4
289,741,1393,F3
1200,798,146,F2
317,1143,1305,F3
290,1327,214,F6
1074,138,300,F5
1097,326,251,F5
211,259,192,N8
215,238,816,F7
345,311,1018,F7
777,130,195,F5
961,593,179,F2
196,663,361,F6
461,114,443,F5
112,1337,294,F6
1762,1934,1061,F1
1341,281,356,F5
958,118,1014,F4
146,1025,1040,F3
296,191,1040,F7
1137,1000,163,F2
1567,867,318,F2
362,575,516,F3
199,622,480,F3
260,1073,228,F6
835,275,457,F4
403,1153,452,F3
677,706,197,F2
1491,1486,385,F2
1394,1337,852,F1
983,1261,241,F2
1350,1533,295,F2
161,398,758,F7
560,1622,263,F2
1482,630,103,F2
1780,1779,1686,F1
1087,1533,224,F2
1151,486,235,F2
1708,1498,1851,F1
1686,1943,973,F1
709,1005,146,F2
1001,1294,355,F2
440,1296,1331,F3
143,221,251,N8
430,440,369,N8
172,1250,279,F6
144,1014,238,F6
373,283,241,N8
367,1140,133,F6
346,1100,577,F3
1269,626,877,F1
673,301,197,F5
715,719,139,F2
812,1185,156,F2
500,137,401,F5
1943,1575,1814,F1
1074,290,426,F5
205,482,133,F6
429,222,269,N8
113,257,1132,F7
1138,200,682,F4
1135,401,1330,F4
394,381,320,N8
747,1459,1072,F1
1005,654,113,F2
386,392,571,F7
1081,206,1222,F4
245,551,1264,F3
207,1021,297,F6
266,197,518,F7
278,1244,331,F6
360,1184,946,F3
954,168,746,F4
1556,1290,135,F2
909,260,200,F5
695,202,855,F4
516,332,852,F4
671,1459,363,F2
208,158,143,N8
852,219,458,F4
1314,1643,1788,F1
684,409,100,F5
416,1372,294,F6
688,336,946,F4
1341,373,904,F4
392,231,1233,F7
991,244,107,F5
128,199,647,F7
871,1238,185,F2
298,127,397,N8
905,435,673,F4
1067,1184,335,F2
1301,137,136,F5
635,447,199,F5
1326,1474,442,F2
1000,269,235,F5
635,247,250,F5
429,1391,1075,F3
812,253,1129,F4
179,355,345,N8
1170,106,231,F5
706,144,1385,F4
865,435,366,F5
1109,232,341,F5
754,398,152,F5
141,334,168,N8
102,285,889,F7
100,1122,370,F6
267,1061,1149,F3
1209,434,474,F4
426,428,430,N8
415,816,1247,F3
295,431,127,N8
1300,358,382,F5
1016,314,994,F4
384,311,548,F7
1032,124,199,F5
1918,754,1904,F1
267,368,136,N8
967,307,123,F5
440,174,155,N8
530,388,1070,F4
231,1281,117,F6
245,153,957,F7
465,436,810,F4
203,626,1122,F3
284,259,405,N8
934,353,253,F5
1263,311,686,F4
357,887,164,F6
1660,1954,1370,F1
151,596,1016,F3
1054,237,114,F5
428,754,152,F6
165,207,198,N8
185,1272,447,F6
335,376,174,N8
1574,1255,384,F2
305,270,1169,F7
395,840,523,F3
384,201,421,N8
154,200,1312,F7
283,246,1549,F7
736,231,1017,F4
397,1317,232,F6
1610,1255,496,F1
1358,698,414,F2
336,740,416,F6
390,658,193,F6
187,137,381,N8
1191,217,314,F5
309,982,301,F6
414,698,247,F6
161,108,1188,F7
370,152,397,N8
983,391,481,F4
214,162,1026,F7
1025,672,601,F1
268,381,866,F7
175,1324,745,F3
1660,1177,417,F2
184,239,535,F7
1327,185,771,F4
1338,344,1264,F4
239,534,1392,F3
760,444,674,F4
596,305,989,F4
236,581,137,F6
422,587,146,F6
258,343,457,F7
114,186,1369,F7
123,367,204,N8
788,801,1201,F1
278,278,1388,F7
200,906,163,F6
285,952,108,F6
1867,1640,570,F1
270,174,1075,F7
247,347,1422,F7
388,290,304,N8
835,1192,363,F2
244,1399,152,F6
1017,267,1209,F4
1093,315,304,F5
239,642,287,F6
1685,806,1903,F1
1339,545,108,F2
948,1371,1550,F1
214,411,109,N8
810,732,420,F2
243,692,382,F6
528,360,659,F4
1198,147,1044,F4
816,911,380,F2
722,550,629,F1
185,1200,579,F3
1001,1351,1886,F1
385,593,1155,F3
164,638,1142,F3
905,425,511,F4
240,419,1002,F7
1343,519,394,F2
353,1000,408,F6
679,776,386,F2
673,1629,359,F2
321,291,164,N8
1561,1102,350,F2
164,1306,162,F6
1375,1952,1474,F1
1168,369,1087,F4
744,152,108,F5
720,1572,330,F2
469,366,199,F5
1498,396,292,F5
733,1164,186,F2
310,703,638,F3
1253,1723,845,F1
1374,200,141,F5
125,409,1318,F7
1204,954,985,F1
859,444,139,F5
1232,584,372,F2
844,217,161,F5
108,523,862,F3
834,391,255,F5
583,117,665,F4
377,302,275,N8
662,759,753,F1
372,190,431,N8
146,206,556,F7
1394,1125,223,F2
1460,167,398,F5
185,1395,400,F6
137,1256,169,F6
692,353,786,F4
1081,562,1721,F1
902,245,406,F5
332,482,666,F3
140,656,1048,F3
766,150,334,F5
880,315,738,F4
783,1872,738,F1
130,580,367,F6
175,425,662,F7
115,878,818,F3
327,298,254,N8
732,685,440,F2
233,320,1078,F7
288,797,285,F6
305,761,150,F6
259,536,332,F6
326,587,514,F3
302,404,481,F7
321,164,217,N8
757,134,301,F5
1349,355,535,F4
1125,205,107,F5
437,1003,909,F3
230,1358,283,F6
380,384,1495,F7
1300,217,1340,F4
474,1348,193,F2
350,218,1235,F7
470,1028,1086,F1
427,335,321,N8
1729,1708,1466,F1
723,1183,1984,F1
190,1250,798,F3
722,983,490,F1
348,1358,286,F6
372,673,1222,F3
1696,947,1602,F1
829,179,1163,F4
320,1105,617,F3
361,218,1623,F7
908,369,351,F5
221,860,344,F6
388,165,712,F7
288,444,363,N8
798,1903,533,F1
343,636,328,F6
366,723,449,F6
1232,1097,149,F2
618,722,1932,F1
779,1067,314,F2
1244,1626,407,F2
256,160,1571,F7
165,421,153,N8
1509,1527,429,F2
360,914,502,F3
400,490,991,F3
966,439,623,F4
1247,1532,164,F2
319,937,129,F6
501,407,1041,F4
779,151,262,F5
109,455,352,F6
1348,148,369,F5
336,369,320,N8
1068,301,228,F5
1440,246,437,F5
343,1295,816,F3
209,166,393,N8
183,1188,448,F6
1375,446,172,F5
1220,238,370,F5
724,120,165,F5
238,1185,297,F6
211,225,1621,F7
1514,1153,210,F2
190,384,639,F7
1281,164,408,F5
1237,500,540,F1
1993,1806,642,F1
1971,1484,1127,F1
134,980,135,F6
1098,355,269,F5
1238,412,817,F4
309,1397,464,F3
584,223,138,F5
427,447,1454,F7
408,1038,329,F6
719,1252,202,F2
939,182,643,F4
552,291,967,F4
362,1384,318,F6
1995,1668,700,F1
959,238,396,F5
919,287,196,F5
153,244,1324,F7
360,380,364,N8
1757,1761,1285,F1
128,101,1588,F7
1221,1432,1387,F1
440,1223,224,F6
151,125,270,N8
946,172,427,F5
1188,1469,284,F2
193,230,186,N8
428,151,306,N8
585,932,1692,F1
227,551,419,F6
1148,1367,1860,F1
412,424,1083,F7
1041,706,1007,F1
616,1269,1881,F1
135,1200,315,F6
151,242,204,N8
1104,1155,258,F2
403,1235,1397,F3
421,1270,1224,F3
1126,242,1329,F4
411,660,1310,F3
1209,789,1308,F1
167,298,201,N8
336,1117,1380,F3
491,109,324,F5
609,249,492,F4
1055,364,691,F4
562,339,163,F5
421,445,1122,F7
638,101,921,F4
183,297,185,N8
293,320,366,N8
125,177,177,N8
704,413,460,F4
1539,1669,760,F1
639,430,237,F5
238,480,1185,F3
600,1784,1086,F1
270,559,1381,F3
1351,241,485,F4
297,163,1506,F7
153,152,344,N8
663,571,428,F2
370,714,738,F3
824,419,1295,F4
398,1061,1274,F3
354,331,308,N8
414,130,194,N8
407,1197,308,F6
679,1101,165,F2
1480,1451,332,F2
854,400,338,F5
379,903,156,F6
1138,126,1288,F4
340,743,417,F6
1293,816,1454,F1
205,207,1315,F7
165,813,315,F6
996,1350,403,F2
102,344,186,N8
953,1932,1324,F1
108,510,355,F6
420,282,670,F7
379,1264,924,F3
145,1250,176,F6
394,963,181,F6
100,133,1271,F7
151,270,244,N8
388,910,1397,F3
1666,619,1748,F1
148,240,146,N8
1270,1315,195,F2
785,226,1351,F4
433,1031,1150,F3
1400,150,975,F4
208,292,269,N8
625,1421,1271,F1
327,1168,629,F3
134,1014,863,F3
127,348,953,F7
367,647,1303,F3
406,630,1131,F3
292,1151,341,F6
898,276,921,F4
919,367,372,F5
772,346,809,F4
175,366,1089,F7
1910,973,786,F1
744,499,163,F2
129,860,148,F6
626,103,234,F5
668,600,200,F2
1416,529,335,F2
963,764,314,F2
489,1726,1754,F1
445,422,418,N8
398,909,922,F3
407,241,1549,F7
1076,1442,829,F1
238,239,1511,F7
731,580,162,F2
1035,407,394,F5
1260,199,672,F4
168,867,215,F6
1233,1387,1786,F1
248,1139,407,F6
325,114,906,F7
1091,248,132,F5
1346,101,540,F4
223,130,157,N8
896,570,107,F2
504,1713,1855,F1
1886,1897,1386,F1
335,355,951,F7
764,122,1341,F4
411,172,1541,F7
223,151,1609,F7
1307,306,1325,F4
1710,1028,1791,F1
1258,125,1115,F4
1243,594,104,F2
103,263,152,N8
1059,291,621,F4
554,1968,1686,F1
503,317,1299,F4
960,287,562,F4
155,153,1404,F7
451,1112,132,F2
821,1544,303,F2
896,1693,296,F2
301,205,123,N8
960,1369,156,F2
178,202,434,N8
1163,349,1167,F4
750,917,234,F2
925,424,356,F5
351,1057,1110,F3
292,941,296,F6
329,182,373,N8
1242,1640,662,F1
253,209,1436,F7
119,278,160,N8
606,441,1187,F4
355,203,262,N8
443,332,758,F7
315,226,1106,F7
343,425,442,N8
585,190,353,F5
1799,963,1602,F1
1253,185,126,F5
261,730,663,F3
1254,236,362,F5
492,172,1072,F4
357,324,134,N8
110,679,986,F3
414,758,624,F3
535,475,329,F2
143,321,332,N8
676,246,460,F4
449,1183,1117,F3
433,158,1233,F7
773,170,220,F5
873,1671,289,F2
648,833,311,F2
413,335,1645,F7
855,1073,970,F1
387,280,569,F7
1790,1113,1101,F1
650,213,440,F5
686,1569,1856,F1
1273,440,706,F4
911,494,159,F2
571,1038,1316,F1
1291,208,116,F5
707,441,1253,F4
781,346,838,F4
181,290,195,N8
259,305,171,N8
1359,119,127,F5
994,1890,580,F1
1629,579,316,F2
271,1267,112,F6
156,195,1376,F7
359,1200,564,F3
240,169,1296,F7
389,912,102,F6
700,834,355,F2
620,1203,428,F2
328,471,506,F3
1060,432,361,F5
604,312,350,F5
998,921,353,F2
880,385,400,F5
356,203,326,N8
1503,712,387,F2
372,415,321,N8
289,314,165,N8
718,1274,296,F2
190,286,247,N8
1975,686,768,F1
380,410,326,N8
121,492,267,F6
767,263,1025,F4
355,916,817,F3
1093,193,685,F4
215,430,1376,F7
1122,397,133,F5
1583,1441,379,F2
1409,723,588,F1
1566,1030,449,F2
561,113,286,F5
1214,787,267,F2
1441,1591,333,F2
841,772,211,F2
1049,275,774,F4
637,119,972,F4
616,1189,269,F2
1301,178,137,F5
1277,196,825,F4
380,179,1640,F7
232,1159,488,F3
990,1159,404,F2
352,1351,1121,F3
333,340,122,N8
1247,1206,1270,F1
479,434,908,F4
711,1592,1143,F1
524,319,128,F5
565,165,981,F4
353,127,285,N8
894,195,619,F4
577,932,186,F2
901,131,904,F4
276,979,1352,F3
205,290,170,N8
359,115,952,F7
567,423,1082,F4
1801,1892,1060,F1
1976,1528,1958,F1
1275,1345,368,F2
954,1439,1648,F1
141,1342,181,F6
356,402,318,N8
1451,133,106,F5
387,113,1675,F7
1424,254,381,F5
167,229,440,N8
645,361,242,F5
792,106,1223,F4
652,1833,1026,F1
151,1395,732,F3
456,393,699,F4
1402,330,240,F5
643,258,114,F5
1287,1319,1586,F1
1000,1177,236,F2
140,398,1656,F7
400,583,291,F6
1652,1086,244,F2
527,860,1698,F1
604,177,577,F4
251,852,1099,F3
1265,1299,145,F2
123,709,910,F3
387,1234,974,F3
354,137,249,N8
114,936,338,F6
406,1306,1149,F3
1060,1673,276,F2
428,249,249,N8
1842,896,1042,F1
267,1183,1126,F3
382,447,1626,F7
1958,1947,1529,F1
115,331,834,F7
200,493,1164,F3
115,737,327,F6
362,1304,354,F6
667,638,147,F2
250,299,1062,F7
1140,209,398,F5
1640,1085,277,F2
1249,147,384,F5
1253,253,625,F4
914,696,1525,F1
1010,413,1158,F4
811,1495,889,F1
1313,393,189,F5
144,652,977,F3
623,1228,167,F2
1643,957,444,F2
301,158,148,N8
898,372,1045,F4
361,1118,113,F6
228,231,768,F7
409,178,466,F7
291,494,1216,F3
411,351,118,N8
1194,1174,115,F2
295,158,207,N8
152,856,389,F6
656,1313,417,F2
199,202,1305,F7
739,857,373,F2
212,1138,990,F3
267,1031,212,F6
199,360,1286,F7
284,1132,406,F6
148,172,393,N8
294,1199,239,F6
427,996,1337,F3
241,968,334,F6
444,1079,1080,F3
1114,567,190,F2
1532,1670,660,F1
399,1351,183,F6
1378,440,1264,F4
105,262,409,N8
1365,140,196,F5
606,1308,386,F2
1148,178,720,F4
485,1648,206,F2
208,108,183,N8
1386,107,997,F4
1464,1442,206,F2
197,186,1215,F7
345,296,896,F7
1170,1070,398,F2
1371,140,359,F5
372,361,1146,F7
431,268,192,N8
1032,795,1160,F1
308,1131,164,F6
1162,286,108,F5
728,1008,1706,F1
987,759,363,F2
129,1012,1139,F3
911,1942,833,F1
981,110,593,F4
189,387,577,F7
395,975,423,F6
321,132,1259,F7
1052,701,377,F2
525,1679,199,F2
711,334,125,F5
1324,847,1930,F1
1081,1038,346,F2
363,172,1618,F7
143,241,1293,F7
333,123,1422,F7
1976,1139,538,F1
342,837,123,F6
837,846,177,F2
439,242,242,N8
1181,414,178,F5
361,373,393,N8
901,198,416,F5
380,992,431,F6
117,398,418,N8
379,786,722,F3
1058,103,340,F5
201,172,1601,F7
1326,941,211,F2
343,1216,996,F3
1034,1493,122,F2
149,688,151,F6
433,553,1129,F3
344,1254,303,F6
252,1025,347,F6
1529,502,1259,F1
682,286,1297,F4
181,142,175,N8
341,790,1205,F3
971,356,240,F5
445,569,132,F6
180,279,123,N8
1540,1694,128,F2
563,1477,129,F2
1123,1681,203,F2
1437,1262,205,F2
837,131,1106,F4
1159,1468,321,F2
1422,1743,1909,F1
141,152,1324,F7
406,1156,1374,F3
418,367,141,N8
207,934,196,F6
704,1688,366,F2
165,401,613,F7
231,382,352,N8
398,295,1084,F7
519,1072,281,F2
172,479,875,F3
528,195,462,F4
1150,293,419,F5
152,123,847,F7
928,117,702,F4
1253,1847,1828,F1
877,1389,1019,F1
370,648,214,F6
608,225,586,F4
726,428,251,F5
676,795,338,F2
1091,284,260,F5
589,340,1238,F4
1444,215,107,F5
283,167,190,N8
1446,1523,412,F2
358,1170,208,F6
1859,919,1608,F1
131,957,643,F3
428,383,168,N8
1390,270,195,F5
438,729,492,F3
912,1526,1768,F1
168,268,261,N8
159,1311,1173,F3
1372,1125,162,F2
176,1288,218,F6
1479,1371,194,F2
219,348,159,N8
116,975,889,F3
566,892,1874,F1
102,209,288,N8
1282,1640,405,F2
263,399,189,N8
325,1221,273,F6
171,426,658,F7
1930,1782,813,F1
600,355,975,F4
263,391,412,N8
104,138,797,F7
321,242,1431,F7
1686,1222,623,F1
132,210,284,N8
166,633,368,F6
188,920,212,F6
451,746,1104,F1
631,1057,110,F2
1210,1071,1006,F1
271,288,1559,F7
230,195,1490,F7
692,227,391,F5
1204,1624,1910,F1
1500,1900,1253,F1
114,857,491,F3
1231,411,782,F4
238,584,832,F3
1237,342,644,F4
668,1198,162,F2
421,177,429,N8
1354,231,1375,F4
146,395,476,F7
381,359,136,N8
377,952,1277,F3
209,137,428,N8
1052,340,158,F5
105,242,291,N8
172,161,342,N8
747,1454,191,F2
537,105,972,F4
413,756,303,F6
312,316,1499,F7
1414,1964,1660,F1
757,842,1383,F1
372,294,514,F7
299,263,1581,F7
151,672,1295,F3
136,183,1601,F7
1406,431,331,F5
155,577,277,F6
186,256,1691,F7
1109,1433,1748,F1
238,175,331,N8
1277,1161,142,F2
1017,1262,186,F2
120,392,130,N8
221,314,509,F7
665,344,764,F4
333,471,1226,F3
882,973,1944,F1
193,1120,120,F6
324,907,361,F6
204,322,1616,F7
301,394,1436,F7
423,1172,306,F6
1329,330,206,F5
374,335,270,N8
586,1132,440,F2
266,224,1267,F7
1177,1001,449,F2
1100,778,251,F2
334,746,130,F6
1390,1441,1554,F1
1172,171,1077,F4
302,1197,1216,F3
370,177,794,F7
289,246,1621,F7
1519,1200,193,F2
390,108,157,N8
368,934,1009,F3
110,409,185,N8
160,363,857,F7
1986,1190,1639,F1
769,411,330,F5
1098,118,173,F5
783,178,778,F4
310,430,1153,F7
835,899,372,F2
305,188,1574,F7
440,1176,693,F3
1000,306,463,F4
440,449,389,N8
353,584,628,F3
139,1153,1276,F3
1102,1823,1249,F1
225,881,420,F6
198,316,633,F7
1576,1662,381,F2
515,126,534,F4
101,627,311,F6
526,312,160,F5
577,266,995,F4
1579,1120,323,F2
879,1111,218,F2
1756,489,489,F1
230,271,834,F7
513,223,137,F5
742,269,1002,F4
681,139,737,F4
1050,110,651,F4
129,632,901,F3
1209,868,136,F2
294,430,892,F7
434,754,745,F3
1561,497,240,F2
224,644,1125,F3
845,709,170,F2
271,289,193,N8
427,193,254,N8
906,137,359,F5
346,548,383,F6
1075,658,238,F2
392,257,309,N8
279,754,908,F3
211,286,110,N8
1735,1190,1180,F1
428,419,1334,F7
118,169,259,N8
298,757,634,F3
210,380,318,N8
246,620,732,F3
687,751,590,F1
440,326,322,N8
1012,312,430,F5
1107,104,1298,F4
428,660,469,F3
932,613,249,F2
205,342,147,N8
819,356,204,F5
657,802,1845,F1
346,988,562,F3
1371,298,153,F5
399,634,968,F3
173,541,912,F3
364,492,223,F6
133,448,1158,F7
1028,1159,674,F1
403,1370,899,F3
387,532,468,F3
1075,235,1228,F4
366,515,774,F3
395,1275,975,F3
214,212,359,N8
1053,231,1225,F4
1714,1064,1694,F1
151,503,314,F6
1209,330,535,F4
667,452,228,F2
393,259,1571,F7
487,222,811,F4
445,352,1442,F7
368,1035,145,F6
739,132,239,F5
204,187,111,N8
427,327,905,F7
149,764,212,F6
141,190,210,N8
401,261,583,F7
1080,105,307,F5
205,300,783,F7
575,187,230,F5
1013,1160,216,F2
346,1210,637,F3
840,480,254,F2
501,1754,1576,F1
1742,1821,673,F1
334,336,1672,F7
632,116,417,F5
220,263,508,F7
127,910,283,F6
315,1005,169,F6
1622,1027,213,F2
1283,147,148,F5
1167,354,229,F5
957,321,1253,F4
1108,109,396,F5
389,294,1101,F7
997,1042,800,F1
620,256,749,F4
1548,1124,407,F2
837,161,766,F4
936,1427,245,F2
861,428,952,F4
134,187,412,N8
1175,1795,1225,F1
692,319,594,F4
1038,442,936,F4
178,401,402,N8
219,426,126,N8
323,396,1080,F7
197,428,1522,F7
307,447,227,N8
515,136,1086,F4
597,1093,423,F2
356,200,833,F7
501,354,137,F5
1323,416,113,F5
1215,250,999,F4
372,926,605,F3
208,265,275,N8
1095,302,238,F5
357,1224,458,F3
352,285,982,F7
745,271,1234,F4
1338,1807,1153,F1
1108,139,1022,F4
285,1114,322,F6
305,875,1057,F3
383,123,335,N8
1302,406,1054,F4
842,1812,1808,F1
152,292,142,N8
416,225,1627,F7
204,743,1342,F3
309,1290,1050,F3
184,169,1223,F7
409,738,107,F6
1022,1561,293,F2
167,169,1632,F7
513,150,113,F5
187,966,386,F6
961,325,223,F5
1251,302,885,F4
478,162,391,F5
517,379,738,F4
374,1072,930,F3
337,1108,331,F6
650,814,1480,F1
209,293,357,N8
148,236,890,F7
758,512,1855,F1
1099,269,1042,F4
256,413,158,N8
1440,662,1270,F1
624,1136,225,F2
1379,247,512,F4
1068,139,547,F4
214,1148,802,F3
699,1764,1192,F1
480,185,428,F5
159,1309,291,F6
1002,111,573,F4
1405,161,311,F5
1339,236,1163,F4
1316,439,978,F4
886,1614,1637,F1
1026,334,132,F5
117,137,873,F7
326,173,1117,F7
230,1015,1393,F3
204,175,105,N8
838,255,626,F4
198,145,184,N8
715,1047,110,F2
507,142,1072,F4
233,990,284,F6
174,220,413,N8
1356,158,306,F5
649,895,1084,F1
1703,924,842,F1
316,233,1516,F7
1044,1682,849,F1
325,1322,534,F3
1093,127,1305,F4
299,258,1614,F7
349,1291,303,F6
1086,110,138,F5
257,512,1061,F3
125,253,369,N8
178,389,354,N8
1561,757,213,F2
1617,867,139,F2
798,437,1124,F4
944,294,605,F4
1642,1393,222,F2
363,383,297,N8
386,280,381,N8
1364,1336,752,F1
217,983,777,F3
511,1733,1238,F1
1176,345,1381,F4
109,1235,420,F6
1044,731,383,F2
1629,1991,816,F1
384,1080,1335,F3
971,377,949,F4
406,482,249,F6
614,396,208,F5
324,983,258,F6
331,1345,248,F6
107,993,1374,F3
741,216,355,F5
550,159,110,F5
319,256,734,F7
848,406,239,F5
1528,1318,466,F1
1009,1679,1481,F1
555,913,1135,F1
344,290,1257,F7
761,234,1031,F4
435,704,1075,F3
319,1235,255,F6
456,1509,105,F2
1288,281,510,F4
1186,1547,226,F2
434,268,1531,F7
323,467,308,F6
228,269,224,N8
1528,1544,233,F2
420,727,278,F6
1449,1661,297,F2
350,678,414,F6
135,237,241,N8
1427,405,403,F5
404,437,1500,F7
1213,355,158,F5
1526,1857,1760,F1
1235,288,318,F5
154,124,124,N8
381,1072,372,F6
389,524,405,F6
136,811,331,F6
449,336,1084,F7
106,283,1475,F7
376,1090,1297,F3
215,214,1068,F7
351,1042,460,F3
364,201,421,N8
124,373,416,N8
1283,326,116,F5
1231,385,1276,F4
106,241,349,N8
1008,100,252,F5
1640,1118,1173,F1
317,1268,461,F3
495,631,350,F2
785,1240,285,F2
435,170,1042,F7
581,1625,1149,F1
305,687,673,F3
1383,429,268,F5
1110,374,897,F4
425,401,954,F7
360,133,610,F7
164,429,383,N8
213,220,178,N8
1138,108,834,F4
1969,1854,1965,F1
1805,588,1973,F1
296,1101,285,F6
115,442,287,N8
705,1925,546,F1
270,301,345,N8
428,308,192,N8
276,1185,425,F6
265,137,219,N8
227,1273,1275,F3
272,1098,402,F6
1595,719,1662,F1
898,1024,163,F2
1001,1283,405,F2
281,903,225,F6
372,159,1400,F7
780,279,1018,F4
237,885,470,F3
168,1008,346,F6
1192,275,1018,F4
223,378,196,N8
385,394,387,N8
180,364,1629,F7
587,205,540,F4
1031,1273,1887,F1
609,673,1612,F1
1954,1740,890,F1
264,1299,652,F3
1230,653,127,F2
279,136,1151,F7
1241,357,333,F5
293,887,822,F3
465,415,385,F5
605,194,140,F5
386,569,104,F6
361,445,791,F7
282,294,1441,F7
1315,876,162,F2
1244,158,174,F5
1430,307,266,F5
1116,400,780,F4
1331,389,713,F4
876,222,871,F4
1156,601,1143,F1
352,474,1062,F3
1187,1469,1089,F1
263,868,1073,F3
366,141,1578,F7
213,659,1074,F3
110,1262,1277,F3
1299,148,739,F4
349,108,1091,F7
303,286,873,F7
356,305,836,F7
336,427,470,F7
653,270,102,F5
740,214,136,F5
308,257,241,N8
341,197,1179,F7
1322,165,922,F4
373,196,449,N8
239,924,1388,F3
241,393,1468,F7
190,269,116,N8
584,1329,373,F2
